zip,freq,contribution_total,contribution_dem,contribution_rep,contribution_unk,state,latitude,longitude,population,density,avg_home_value,clinton,trump,won
63017,8255,1104688,175657,203836,645208,MO,38.6491,-90.5358,41556,818,356737,38.14%,56.77%,rep
92651,8255,2173720,568928,432672,1129364,CA,33.5429,-117.7813,24746,473.8,1556617,61.73%,31.62%,dem
94549,8244,2524286,949868,300803,1249039,CA,37.8961,-122.1119,29639,540,1107382,61.73%,31.62%,dem
95608,8208,894252,365145,155034,364703,CA,38.6284,-121.3287,61860,1763.3,354995,61.73%,31.62%,dem
97229,8184,812559,384843,59664,357603,OR,45.5483,-122.8276,67339,1092.9,536286,50.07%,39.09%,dem
80206,8181,5178139,1315371,749264,3086681,CO,39.7331,-104.9524,24527,3373.5,618396,48.16%,43.25%,dem
53211,8178,1356348,442133,349469,545014,WI,43.082,-87.8895,35708,3500.8,314875,46.45%,47.22%,rep
94022,8164,6655526,2323138,1212886,3096598,CA,37.3814,-122.1258,19378,408.9,3039260,61.73%,31.62%,dem
90036,8160,2369704,820255,444754,1088109,CA,34.0699,-118.3492,37988,5761.9,1302132,61.73%,31.62%,dem
94558,8157,911873,431230,97623,356751,CA,38.4549,-122.2564,69142,72.5,632566,61.73%,31.62%,dem
78257,8148,794027,85877,111327,588839,TX,29.6495,-98.6137,6521,39.2,604641,43.24%,52.23%,rep
95409,8139,555999,302862,12641,233798,CA,38.4592,-122.6393,27312,273.5,612295,61.73%,31.62%,dem
33634,8122,415876,6607,27590,381149,FL,28.0068,-82.556,22733,951.9,169834,47.82%,49.02%,rep
91001,8109,943607,377943,102325,452876,CA,34.1912,-118.1392,37711,1689.5,729156,61.73%,31.62%,dem
96821,8095,937909,520122,70861,315618,HI,21.2928,-157.7552,18539,664.3,1322183,62.22%,30.03%,dem
77098,8071,3021492,409440,614383,1982238,TX,29.735,-95.4118,13549,2843.8,536334,43.24%,52.23%,rep
92122,8071,645389,268535,77924,286705,CA,32.8577,-117.2115,48438,1059.1,615747,61.73%,31.62%,dem
90067,8032,30051436,2552521,1062153,26431418,CA,34.0551,-118.4095,2314,2852.1,1037325,61.73%,31.62%,dem
98225,8019,1080199,668328,62922,330661,WA,48.749,-122.4887,49877,1410.9,334184,52.54%,36.83%,dem
28277,8009,1459320,130370,253048,1003013,NC,35.0552,-80.8195,71605,984.4,321318,46.17%,49.83%,rep
48823,7983,1091474,392294,239257,425741,MI,42.7388,-84.4764,51230,884.1,188631,47.27%,47.50%,rep
94127,7941,1136729,549227,94973,487855,CA,37.7354,-122.4571,21423,4206.3,1439412,61.73%,31.62%,dem
10027,7914,955915,554091,29413,371111,NY,40.8116,-73.955,64548,26528.8,623431,59.01%,36.52%,dem
78258,7899,1489793,87710,239931,1146271,TX,29.6562,-98.4967,46418,987.2,324939,43.24%,52.23%,rep
43017,7888,1905546,194682,502321,1129376,OH,40.1093,-83.1146,40649,861.5,336814,43.56%,51.69%,rep
93117,7879,475048,171658,75359,221887,CA,34.4296,-119.8612,58431,120.8,788415,61.73%,31.62%,dem
48307,7863,438953,146558,60928,200482,MI,42.6593,-83.1225,43694,1041.1,249805,47.27%,47.50%,rep
37027,7844,2452711,411821,745150,1176596,TN,36.0063,-86.7909,55130,344.6,559814,34.72%,60.72%,rep
98144,7819,1074712,523332,23840,517487,WA,47.5846,-122.3005,31845,3053.9,581688,52.54%,36.83%,dem
92660,7811,8049610,597510,2281258,5103595,CA,33.6295,-117.8684,36906,1375.6,1500452,61.73%,31.62%,dem
30307,7767,1310439,580042,50593,662738,GA,33.7691,-84.336,19652,1522.8,446548,45.64%,50.77%,rep
94706,7760,537846,287856,10806,229635,CA,37.89,-122.2954,21040,5128.1,878742,61.73%,31.62%,dem
63121,7753,566085,26883,8311,527121,MO,38.7071,-90.3055,24634,1431.4,34843,38.14%,56.77%,rep
98101,7752,3191150,665559,194492,2288062,WA,47.6114,-122.3305,12792,7613.3,589826,52.54%,36.83%,dem
98109,7748,2097489,527561,48575,1513488,WA,47.6339,-122.3476,29154,4011.1,626412,52.54%,36.83%,dem
60615,7722,1096302,528234,11055,549383,IL,41.80223,-87.60272,41563,7086.4,236773,55.83%,38.76%,dem
95014,7720,2332735,579977,464470,1274006,CA,37.318,-122.0449,62430,864.3,1773530,61.73%,31.62%,dem
80301,7719,760634,310757,107794,324799,CO,40.0497,-105.2143,25690,300.2,531818,48.16%,43.25%,dem
43235,7701,771164,161634,83272,500939,OH,40.1088,-82.9742,42673,1101.5,218229,43.56%,51.69%,rep
78759,7699,734183,249544,64918,373369,TX,30.4036,-97.7526,42524,1079,436812,43.24%,52.23%,rep
27705,7682,1380226,657119,69195,644100,NC,36.0218,-78.9478,49019,408.1,240613,46.17%,49.83%,rep
30303,7676,1289142,158509,26460,1097023,GA,33.7525,-84.3888,6719,2195.5,138313,45.64%,50.77%,rep
92014,7667,2112585,543869,246399,1318623,CA,32.9665,-117.249,13863,842.3,1171635,61.73%,31.62%,dem
11231,7631,1268566,663545,25452,568116,NY,40.6794,-74.0014,37845,9053.9,1318360,59.01%,36.52%,dem
2144,7594,1292565,649686,5017,628000,MA,42.40074,-71.12194,25277,8522.8,740549,60.01%,32.81%,dem
2143,7578,544450,254507,3112,275945,MA,42.38145,-71.09684,26151,6130,646112,60.01%,32.81%,dem
11375,7574,881173,370045,70199,433944,NY,40.7229,-73.8473,73488,13340.8,350185,59.01%,36.52%,dem
85255,7571,2941015,399112,1211116,1296462,AZ,33.6968,-111.8892,41625,164.3,662457,45.13%,48.67%,rep
7042,7556,1616637,676441,72279,859077,NJ,40.81369,-74.21766,26029,2643.8,506413,54.99%,41.00%,dem
95404,7550,672256,289695,89196,278589,CA,38.4405,-122.7144,40474,192,571203,61.73%,31.62%,dem
90501,7524,713110,77704,40027,593652,CA,33.8268,-118.3118,42335,2964.5,606954,61.73%,31.62%,dem
47401,7512,1183432,398241,371592,389457,IN,39.1401,-86.5083,43407,191,227611,37.91%,56.82%,rep
90266,7502,3323289,1064699,688964,1542786,CA,33.8896,-118.3996,35573,3446.3,1322924,61.73%,31.62%,dem
92115,7501,451410,144052,23159,278087,CA,32.7607,-117.0721,65853,3479.1,457007,61.73%,31.62%,dem
20037,7487,3633926,1233745,328369,2018438,DC,38.9014,-77.0504,14559,8799.9,656148,90.48%,4.07%,dem
94954,7483,236236,107195,7903,111678,CA,38.2507,-122.6155,38414,232.7,590363,61.73%,31.62%,dem
1810,7468,1155527,344285,90911,695782,MA,42.64655,-71.16505,35609,415.8,580365,60.01%,32.81%,dem
92626,7466,1166304,127180,231730,786729,CA,33.6801,-117.9085,50541,1957.8,722875,61.73%,31.62%,dem
76092,7426,1810748,117294,457883,1210162,TX,32.9485,-97.1524,30908,456.7,688475,43.24%,52.23%,rep
52722,7411,781892,82187,132554,562924,IA,41.5509,-90.4942,37308,505.5,212058,41.74%,51.15%,rep
91436,7402,5563948,1745138,251576,3537382,CA,34.151,-118.4882,15070,974.4,1384436,61.73%,31.62%,dem
2459,7400,1650731,797699,97855,735915,MA,42.31493,-71.19174,19463,1473.5,1232189,60.01%,32.81%,dem
72712,7399,2881490,112539,557941,2167315,AR,36.3577,-94.2224,53959,157.8,216504,33.65%,60.57%,rep
30305,7392,5604935,615568,1217203,3688445,GA,33.832,-84.3851,23693,1379.4,478571,45.64%,50.77%,rep
94903,7387,963934,337613,33033,585543,CA,38.0339,-122.5855,30048,559.5,882329,61.73%,31.62%,dem
95070,7351,3141926,1220544,307955,1593327,CA,37.2713,-122.0227,31308,464.2,2171652,61.73%,31.62%,dem
2451,7349,1520060,65025,211930,1241386,MA,42.3982,-71.2571,18699,1217.6,507427,60.01%,32.81%,dem
98133,7315,435803,188954,31442,205375,WA,47.7377,-122.3431,47247,2424.7,467550,52.54%,36.83%,dem
21044,7309,777364,331921,46791,384779,MD,39.2141,-76.8788,44034,1342,365366,60.33%,33.91%,dem
90026,7283,695153,376707,10999,299716,CA,34.0766,-118.2646,69589,6203.7,618916,61.73%,31.62%,dem
94602,7275,884965,494496,9306,368632,CA,37.8011,-122.2104,29933,3309.2,780881,61.73%,31.62%,dem
20010,7259,1553612,809824,53461,670665,DC,38.9327,-77.0322,34713,10746.8,668810,90.48%,4.07%,dem
94305,7252,2511452,1245861,77286,1181005,CA,37.4236,-122.1619,15730,1043.7,2299299,61.73%,31.62%,dem
20006,7202,68315471,1740466,853171,65649390,DC,38.8964,-77.0447,2756,3669.1,225004,90.48%,4.07%,dem
22901,7189,2989558,908148,175066,1885064,VA,38.0936,-78.5611,35108,240.8,297903,49.73%,44.41%,dem
33480,7188,29284888,1878328,4833257,22493802,FL,26.7206,-80.0388,10027,925.7,729039,47.82%,49.02%,rep
22203,7186,1483078,340394,189759,848803,VA,38.8738,-77.1142,24213,5520.6,592177,49.73%,44.41%,dem
19355,7185,1664076,386050,280369,980622,PA,40.0468,-75.531,25928,249.2,458458,47.46%,48.18%,rep
95864,7153,1672266,640233,284161,738089,CA,38.5878,-121.3769,23733,1351.8,447538,61.73%,31.62%,dem
94028,7138,16294135,2227244,256193,13781364,CA,37.3702,-122.2182,6868,165.6,3242595,61.73%,31.62%,dem
37215,7137,3009568,567307,1026886,1329689,TN,36.0986,-86.8219,22414,523.9,636824,34.72%,60.72%,rep
60613,7135,1071874,504767,58223,482252,IL,41.95583,-87.65796,50113,8572.6,324128,55.83%,38.76%,dem
55416,7127,874052,326518,80043,383197,MN,44.9497,-93.3373,32171,1531.2,317723,46.44%,44.92%,dem
89052,7123,2505426,465047,909657,1107137,NV,35.9878,-115.1167,54586,350.8,351085,47.50%,45.98%,dem
63130,7090,910518,455387,59814,379137,MO,38.6669,-90.3225,28909,2309.1,177010,38.14%,56.77%,rep
97403,7090,290790,150547,7430,129114,OR,44.0385,-123.0614,13021,1049.7,363581,50.07%,39.09%,dem
94121,7071,2638388,1157437,62950,1401904,CA,37.7786,-122.4892,43795,5163.3,1376999,61.73%,31.62%,dem
85282,7060,618651,247274,52236,299297,AZ,33.3917,-111.9249,54649,1681.9,243517,45.13%,48.67%,rep
20906,7057,687646,294799,38463,332778,MD,39.084,-77.0613,70174,2068.6,314564,60.33%,33.91%,dem
98116,7044,1021420,442652,37791,527091,WA,47.5746,-122.3934,26448,2903.3,658848,52.54%,36.83%,dem
60660,7005,813638,377244,11131,413492,IL,41.9911,-87.66604,43242,12796.8,236296,55.83%,38.76%,dem
97213,6970,408096,203596,8676,183196,OR,45.5373,-122.5987,32845,2789.2,457790,50.07%,39.09%,dem
33156,6937,5459671,861662,1231662,3329284,FL,25.6682,-80.2973,34167,890.4,763137,47.82%,49.02%,rep
87111,6925,713161,315950,152856,219834,NM,35.1347,-106.5222,58203,1004.6,248390,48.26%,40.04%,dem
53202,6903,3255090,757937,723656,1758342,WI,43.0506,-87.8968,24842,4277.9,235410,46.45%,47.22%,rep
85716,6902,933098,248684,198291,478914,AZ,32.2468,-110.9222,30313,1798.1,176965,45.13%,48.67%,rep
40207,6899,1507237,449337,495571,521874,KY,38.2628,-85.6663,30523,987.7,279167,32.68%,62.52%,rep
94952,6891,504108,260436,16289,219493,CA,38.2403,-122.6777,36184,70.4,708742,61.73%,31.62%,dem
60045,6889,33559712,689389,3076117,29714208,IL,42.23838,-87.86979,21131,380.9,780181,55.83%,38.76%,dem
75230,6859,3351647,710185,857283,1731563,TX,32.8999,-96.7897,27872,1435.4,538157,43.24%,52.23%,rep
97212,6855,710271,412986,3378,286111,OR,45.5441,-122.6423,26699,3412.8,654306,50.07%,39.09%,dem
76155,6843,416365,6852,5586,403527,TX,32.8247,-97.0503,5494,347.1,209712,43.24%,52.23%,rep
22003,6838,879321,319781,135278,405299,VA,38.8307,-77.2142,59586,1737,511234,49.73%,44.41%,dem
94526,6836,843832,245411,176204,408060,CA,37.814,-121.966,32539,804.3,1195495,61.73%,31.62%,dem
75214,6832,1406843,460305,277585,654544,TX,32.8248,-96.7498,33906,1758,464300,43.24%,52.23%,rep
85373,6826,65480,15694,14383,33922,AZ,33.6588,-112.3214,19088,588.1,199317,45.13%,48.67%,rep
19147,6799,1044031,477771,30296,533059,PA,39.9362,-75.1563,39060,9935.9,369504,47.46%,48.18%,rep
94087,6789,763344,379886,71245,304159,CA,37.3502,-122.0349,57219,3184.4,1609637,61.73%,31.62%,dem
2474,6779,722470,362050,8593,340277,MA,42.42023,-71.1565,28333,3330.4,655404,60.01%,32.81%,dem
90065,6778,461695,286988,7426,162351,CA,34.1073,-118.2266,47887,3329.9,687533,61.73%,31.62%,dem
95628,6765,630015,264771,88743,266066,CA,38.6554,-121.2611,41121,1207.9,383199,61.73%,31.62%,dem
19010,6756,3139745,961840,491510,1665256,PA,40.0236,-75.3295,21027,966.8,571632,47.46%,48.18%,rep
94608,6756,719876,340462,12140,359525,CA,37.8365,-122.2804,30289,3963.9,622407,61.73%,31.62%,dem
98125,6742,452766,240669,14946,193928,WA,47.717,-122.3015,42475,2653.4,534354,52.54%,36.83%,dem
27707,6737,1030441,382848,111240,468949,NC,35.9631,-78.9315,51168,816.9,209026,46.17%,49.83%,rep
80220,6734,1446678,726943,157362,543040,CO,39.7312,-104.9129,35999,2472.2,469055,48.16%,43.25%,dem
60605,6716,1394673,584063,102692,676852,IL,41.86684,-87.61983,27519,7647.5,392085,55.83%,38.76%,dem
10580,6707,4128763,1139110,567982,2401087,NY,40.9734,-73.6907,17391,783,1670437,59.01%,36.52%,dem
10002,6704,1283576,361414,28507,857936,NY,40.7152,-73.9877,74993,35781.9,990951,59.01%,36.52%,dem
75201,6687,9983966,805584,1529155,7606780,TX,32.7904,-96.8044,15891,2509.3,717511,43.24%,52.23%,rep
98501,6687,475717,208801,50635,173821,WA,47.0129,-122.8763,41669,427.5,288462,52.54%,36.83%,dem
92130,6634,1602684,439679,317408,837048,CA,32.9555,-117.2252,55316,1024.9,998943,61.73%,31.62%,dem
22204,6627,1069056,317009,302186,421989,VA,38.859,-77.0997,55386,4426,473359,49.73%,44.41%,dem
6002,6626,585156,123902,64062,383950,CT,41.84255,-72.74059,20952,303.5,192881,54.57%,40.93%,dem
90212,6620,5344390,1339767,532548,3467421,CA,34.0619,-118.3995,13156,4670.3,1342171,61.73%,31.62%,dem
94116,6593,857162,469422,23800,353714,CA,37.7441,-122.4863,47823,6523,1170469,61.73%,31.62%,dem
15205,6589,625981,96809,25645,494432,PA,40.4322,-80.1021,22321,819.2,127586,47.46%,48.18%,rep
98005,6587,953755,229715,125370,585015,WA,47.615,-122.1663,18765,910.2,847376,52.54%,36.83%,dem
90039,6578,948882,372621,27356,543476,CA,34.1121,-118.2594,29589,2920,720463,61.73%,31.62%,dem
38017,6570,847744,41649,154029,176253,TN,35.0551,-89.6767,54372,221.6,297216,34.72%,60.72%,rep
85253,6556,6060480,630537,2185214,3216819,AZ,33.5494,-111.9565,18643,366.1,1432316,45.13%,48.67%,rep
77479,6550,1494159,396341,415764,646823,TX,29.5785,-95.6066,92146,871.1,374152,43.24%,52.23%,rep
44122,6543,4259622,554795,2334452,1334886,OH,41.4701,-81.5232,33342,997.3,211692,43.56%,51.69%,rep
94123,6537,3758555,1664539,236912,1832208,CA,37.7999,-122.4342,25941,8723.6,1861687,61.73%,31.62%,dem
94550,6537,799608,331339,112838,314752,CA,37.683,-121.763,50500,77.9,751579,61.73%,31.62%,dem
98368,6526,381836,183762,11167,184147,WA,48.104,-122.7945,15848,107,338694,52.54%,36.83%,dem
85018,6507,2586904,488721,554384,1465722,AZ,33.4958,-111.9883,38833,1252.2,470489,45.13%,48.67%,rep
30306,6502,1239928,488771,95185,617584,GA,33.786,-84.3514,24112,1964.6,592011,45.64%,50.77%,rep
59803,6491,265916,127794,24818,103019,MT,46.8224,-114.0265,17881,78.5,300517,35.75%,56.17%,rep
19382,6471,898666,210855,254045,412743,PA,39.9441,-75.5882,54460,437,400433,47.46%,48.18%,rep
77077,6470,916730,93946,203252,598418,TX,29.7477,-95.603,58131,2302.4,308753,43.24%,52.23%,rep
33133,6453,4193573,1266408,823453,2058224,FL,25.7378,-80.2248,34460,2949,597121,47.82%,49.02%,rep
45202,6444,3423113,312863,726914,2339893,OH,39.1072,-84.502,14105,2205.9,292175,43.56%,51.69%,rep
21401,6443,8157376,1251209,294619,6586733,MD,38.9898,-76.5501,37081,703.9,421493,60.33%,33.91%,dem
98199,6440,957033,329646,86780,524122,WA,47.6488,-122.3964,21954,1814.7,819045,52.54%,36.83%,dem
27609,6436,1541242,338279,360346,808354,NC,35.848,-78.6317,32870,1139.1,288784,46.17%,49.83%,rep
30339,6432,1764878,121739,464359,1116114,GA,33.8713,-84.4629,23373,861.1,299335,45.64%,50.77%,rep
98107,6426,703145,305289,27365,352824,WA,47.6701,-122.3763,25720,3716.4,661932,52.54%,36.83%,dem
60010,6424,3478694,505539,899500,2046987,IL,42.15227,-88.16351,46087,230.6,475004,55.83%,38.76%,dem
6902,6397,1605954,569289,156931,871565,CT,41.05893,-73.54661,68646,2405.4,382542,54.57%,40.93%,dem
6830,6387,10762939,1900986,2153533,6673929,CT,41.04803,-73.62379,25247,682.6,1617620,54.57%,40.93%,dem
85750,6383,1236267,423650,301978,499180,AZ,32.2974,-110.8404,24535,469.3,352139,45.13%,48.67%,rep
94112,6374,539670,253552,11298,270405,CA,37.7195,-122.4411,85166,9106.1,892629,61.73%,31.62%,dem
89509,6359,885010,321895,260581,289397,NV,39.498,-119.8239,34956,1440.2,374288,47.50%,45.98%,dem
20895,6355,1495413,369259,69387,1029476,MD,39.0298,-77.0793,19637,1808.1,578462,60.33%,33.91%,dem
2118,6340,1770312,711737,45902,993018,MA,42.33818,-71.07072,27830,9331.3,829733,60.01%,32.81%,dem
75219,6330,17086184,808261,1141427,15094155,TX,32.8132,-96.8142,23419,3897.5,269685,43.24%,52.23%,rep
94024,6329,2553462,1181412,238182,1121492,CA,37.3547,-122.0862,23961,1181.4,2486205,61.73%,31.62%,dem
1060,6311,515208,253142,5205,253808,MA,42.32228,-72.63129,15779,540.2,293148,60.01%,32.81%,dem
37205,6289,3642767,895365,1007676,1630987,TN,36.1114,-86.869,24785,639.8,551530,34.72%,60.72%,rep
30075,6277,1116978,106605,353471,623050,GA,34.0408,-84.3859,53328,680.7,390712,45.64%,50.77%,rep
48009,6277,3492183,588271,690295,2119185,MI,42.5444,-83.2133,21066,1539.2,454281,47.27%,47.50%,rep
33418,6275,3552441,1713772,565857,1244363,FL,26.8234,-80.1387,40225,300,380168,47.82%,49.02%,rep
91367,6275,1481998,476811,111389,888877,CA,34.1767,-118.6159,45282,2052.4,681693,61.73%,31.62%,dem
19067,6272,958568,451628,178008,311263,PA,40.2084,-74.8291,51590,695.3,355829,47.46%,48.18%,rep
11218,6256,465571,259202,22086,181138,NY,40.6424,-73.9758,74508,20331.4,596313,59.01%,36.52%,dem
75034,6253,2011960,412665,411725,1146306,TX,33.1499,-96.8241,102646,560.3,460627,43.24%,52.23%,rep
95120,6248,347181,165697,31963,141554,CA,37.2144,-121.8574,37774,363.9,1322133,61.73%,31.62%,dem
55432,6240,361082,29884,13672,304247,MN,45.095,-93.2396,30323,1172.9,194048,46.44%,44.92%,dem
19426,6239,358417,50949,51292,123096,PA,40.1913,-75.4373,40766,441.9,339686,47.46%,48.18%,rep
90803,6234,989818,278272,151887,547831,CA,33.7619,-118.1341,32389,3066.6,836737,61.73%,31.62%,dem
92677,6232,1795454,251466,550239,938382,CA,33.5145,-117.7084,66406,1463.7,779783,61.73%,31.62%,dem
6831,6228,24826862,1842005,2408925,20565885,CT,41.08776,-73.66093,14629,207.4,1292367,54.57%,40.93%,dem
19073,6228,1772425,743290,467603,550013,PA,39.9863,-75.407,19566,342,432744,47.46%,48.18%,rep
7960,6225,2168465,517530,531709,1105145,NJ,40.78337,-74.49955,44907,482.4,558849,54.99%,41.00%,dem
76248,6217,608262,38847,54455,508687,TX,32.9276,-97.2489,39376,926.6,359093,43.24%,52.23%,rep
98026,6217,371845,126515,46685,159637,WA,47.8353,-122.327,36729,1489.9,452692,52.54%,36.83%,dem
5301,6211,450860,243404,3939,200361,VT,42.84623,-72.6607,16341,43.3,197792,56.68%,30.27%,dem
33134,6209,9846444,837118,736658,8231438,FL,25.768,-80.2714,41861,2772.7,465996,47.82%,49.02%,rep
91362,6202,1088903,294221,206576,581146,CA,34.1948,-118.8232,36062,709,763480,61.73%,31.62%,dem
94070,6167,2760922,759789,48472,1946219,CA,37.4969,-122.2674,31049,1836.4,1530889,61.73%,31.62%,dem
22304,6166,2023962,441854,615931,929244,VA,38.8149,-77.121,48211,3690.1,330287,49.73%,44.41%,dem
33908,6161,743312,141480,285329,312071,FL,26.5025,-81.9276,36071,457,249818,47.82%,49.02%,rep
10033,6135,491297,241852,9598,237139,NY,40.8496,-73.9356,59607,34923.5,492762,59.01%,36.52%,dem
97124,6130,671116,178122,22931,462752,OR,45.5387,-122.9636,54101,432.3,350205,50.07%,39.09%,dem
30030,6129,502747,243178,22796,220327,GA,33.7699,-84.295,29490,1566.9,412530,45.64%,50.77%,rep
90035,6129,1068727,413659,213692,429602,CA,34.0531,-118.3806,28085,5357.4,1141551,61.73%,31.62%,dem
63136,6128,223183,14801,250,205662,MO,38.7196,-90.27,45411,1771.9,30962,38.14%,56.77%,rep
33139,6106,6382534,1528158,994795,3837968,FL,25.7873,-80.1564,38606,5531.6,418641,47.82%,49.02%,rep
80210,6098,1243460,550597,136250,545763,CO,39.679,-104.9631,36296,2159.6,567903,48.16%,43.25%,dem
6511,6097,1052899,542718,33194,460262,CT,41.31621,-72.92674,52669,3488.9,173913,54.57%,40.93%,dem
30004,6084,959174,74504,197567,641461,GA,34.1124,-84.302,64232,356.8,391898,45.64%,50.77%,rep
53562,6082,1104730,512588,199551,369171,WI,43.1052,-89.5073,25621,286.4,375361,46.45%,47.22%,rep
94709,6062,895512,481169,5523,404731,CA,37.8784,-122.2655,11740,7754.4,955210,61.73%,31.62%,dem
10538,6058,4240104,955221,850823,2404228,NY,40.9351,-73.7571,16545,1782.7,1116459,59.01%,36.52%,dem
94960,6047,882833,406778,9834,459421,CA,37.9846,-122.5711,15725,1024,1104700,61.73%,31.62%,dem
22302,6046,2792709,479106,1132368,1127044,VA,38.8276,-77.0896,17776,2844.4,341883,49.73%,44.41%,dem
20191,6044,2372364,471201,163129,1703619,VA,38.9318,-77.3527,30069,1366.6,429546,49.73%,44.41%,dem
92506,6036,759936,228320,250840,277981,CA,33.9455,-117.3757,45854,1048.8,390714,61.73%,31.62%,dem
90275,6033,1264086,421760,181343,650359,CA,33.7515,-118.367,42421,1193.6,1204256,61.73%,31.62%,dem
19063,6028,891370,286154,165735,429969,PA,39.9188,-75.3991,35798,597.3,366017,47.46%,48.18%,rep
6903,6019,2034671,647585,77098,1306971,CT,41.13558,-73.57219,14472,320.2,684664,54.57%,40.93%,dem
98034,6018,485300,179675,70731,226066,WA,47.7188,-122.1966,43119,1722.4,515478,52.54%,36.83%,dem
75093,6014,2122061,193987,507786,1396471,TX,33.0299,-96.7889,47411,1291.2,457544,43.24%,52.23%,rep
98070,6012,671832,348099,16684,299530,WA,47.4259,-122.4644,10036,111.1,525289,52.54%,36.83%,dem
15222,6009,7881726,831860,481668,6540144,PA,40.4477,-79.9933,4900,1565.2,351438,47.46%,48.18%,rep
2472,6001,639689,296979,45683,287077,MA,42.37,-71.17725,35387,3062,533430,60.01%,32.81%,dem
22030,6001,1284761,258473,271562,692390,VA,38.8458,-77.3242,59466,1126.3,527618,49.73%,44.41%,dem
94563,5978,1668676,724780,144245,786635,CA,37.8787,-122.1728,19341,394.6,1835540,61.73%,31.62%,dem
30022,5970,1785139,125672,308554,1311464,GA,34.0268,-84.2422,68807,976.4,378704,45.64%,50.77%,rep
77381,5964,1161536,135336,300117,709693,TX,30.1716,-95.4985,36507,1036.3,329686,43.24%,52.23%,rep
92116,5964,378608,183751,21764,171695,CA,32.7624,-117.1242,33767,3561.5,488396,61.73%,31.62%,dem
77494,5963,880409,167352,171846,509380,TX,29.7404,-95.8304,114989,582.3,328671,43.24%,52.23%,rep
98229,5960,421261,190287,19112,193468,WA,48.6952,-122.4124,32211,238.6,355279,52.54%,36.83%,dem
